alle;et;to;tre;fire;fem;seks
210013099900-000000294;;;;;;
2100130999270000000294;;;;;;
2100130999470000000020;;;;;;
2100131040000000008960;;;;;;
2100131040230000000136;;;;;;
2100131040270000000043;;;;;;
2100131040290000000002;;;;;;
2100131040400000001638;;;;;;
2100131040450000038949;;;;;;
2100131040490000004921;;;;;;
2100131040910000000007;;;;;;
2100131040920000000015;;;;;;
210013105000-000031718;;;;;;
2100131050230000000528;;;;;;
2100131050270000002284;;;;;;
2100131050290000000176;;;;;;
2100131050400000001459;;;;;;
2100131050450000001522;;;;;;
2100131050490000000378;;;;;;
2100131050600000000128;;;;;;
2100131050910000000380;;;;;;
2100131050940000002854;;;;;;
210013199900-000004009;;;;;;
2100131999270000000097;;;;;;
2100131999290000000008;;;;;;
2100131999400000000110;;;;;;
2100131999450000002571;;;;;;
2100131999490000001031;;;;;;
2100131999600000000038;;;;;;
210013204000-000003502;;;;;;
2100132040400000000003;;;;;;
2100132040450000001742;;;;;;
2100132040490000000551;;;;;;
2100132050000000002376;;;;;;
2100132050270000000764;;;;;;
2100132050290000000880;;;;;;
2100132050400000000611;;;;;;
2100132050450000002326;;;;;;
2100132050490000000335;;;;;;
2103011410400000001764;;;;;;
210301150371-000001759;;;;;;
210301173094-000000005;;;;;;
2604010010070000000232;;;;;;
2604010010100000016677;;;;;;
2604010010400000000026;;;;;;
2604010010490000000044;;;;;;
260401001079-000000020;;;;;;
260401001091-000000862;;;;;;
2604010020220000000002;;;;;;
2604010020400000000597;;;;;;
2604010020490000000238;;;;;;
2604010020940000000004;;;;;;
2604010110220000000069;;;;;;
2604010110290000000017;;;;;;
2604010110400000000069;;;;;;
2604010110490000000064;;;;;;
2604010110940000000063;;;;;;
2604010310290000000227;;;;;;
2604010320010000000040;;;;;;
2604010320040000000024;;;;;;
2604010320400000000051;;;;;;
2604010320490000000171;;;;;;
2604010790490000000019;;;;;;
2604011010030000001039;;;;;;
260401101007-000000866;;;;;;
2604011010100000118625;;;;;;
2604011010220000000041;;;;;;
2604011010290000000061;;;;;;
2604011010400000021450;;;;;;
2604011010490000000707;;;;;;
260401101072-000000047;;;;;;
260401101079-000000001;;;;;;
2604011010910000005254;;;;;;
2604011010940000000173;;;;;;
260401101097-000000840;;;;;;
260401101610-000000050;;;;;;
2604011020220000000018;;;;;;
2604011020290000000011;;;;;;
260401102040-000000442;;;;;;
2604011020490000001510;;;;;;
2604011020940000000368;;;;;;
260401102097-000000254;;;;;;
2604011030400000000010;;;;;;
2604011110220000000205;;;;;;
2604011110290000000377;;;;;;
2604011110400000001016;;;;;;
2604011110490000001771;;;;;;
260401111072-000000050;;;;;;
260401111079-000000103;;;;;;
2604011110920000000023;;;;;;
2604011110940000000289;;;;;;
260401111097-000000161;;;;;;
2604011310010000000028;;;;;;
2604011310290000001225;;;;;;
2604011310400000000029;;;;;;
2604011310490000000889;;;;;;
260401131072-000000022;;;;;;
2604011310940000000011;;;;;;
2604011320010000000749;;;;;;
260401132023-000000041;;;;;;
2604011320290000000315;;;;;;
2604011320400000000957;;;;;;
2604011320450000000010;;;;;;
2604011320490000001989;;;;;;
2604011320600000000019;;;;;;
2604011320940000000029;;;;;;
2604011410010000000130;;;;;;
2604011410290000000011;;;;;;
260401141040-000000214;;;;;;
2604011410450000000332;;;;;;
2604011410490000002522;;;;;;
2604011410600000000027;;;;;;
260401141071-000000204;;;;;;
260401141094-000000021;;;;;;
2604011420230000000278;;;;;;
260401142040-000000077;;;;;;
2604011420490000000019;;;;;;
2604011710400000000001;;;;;;
2604011790220000000001;;;;;;
2604011790290000000048;;;;;;
2604011790400000000609;;;;;;
2604011790490000000524;;;;;;
260401179072-000000001;;;;;;
260401179076-000000004;;;;;;
2604011790770000000317;;;;;;
260401179097-000000035;;;;;;
260401183077-000031963;;;;;;
260401184076-000000207;;;;;;
2604012010070000000037;;;;;;
2604012010100000003821;;;;;;
2604012010290000000085;;;;;;
2604012010400000004240;;;;;;
2604012010490000000200;;;;;;
260401201072-000000047;;;;;;
2604012020290000000003;;;;;;
260401202040-000000384;;;;;;
2604012020490000000312;;;;;;
2604012020940000000125;;;;;;
2604012110220000000393;;;;;;
2604012110290000000343;;;;;;
260401211040-000000521;;;;;;
2604012110490000000196;;;;;;
2604012110520000000001;;;;;;
260401211072-000000149;;;;;;
2604012110920000000006;;;;;;
2604012110940000000001;;;;;;
260401211097-000000168;;;;;;
2604012310290000000652;;;;;;
2604012310920000000043;;;;;;
2604012320010000000088;;;;;;
2604012320230000000028;;;;;;
2604012320290000000727;;;;;;
260401232040-000001699;;;;;;
2604012320450000000008;;;;;;
2604012320490000000264;;;;;;
2604012320600000000001;;;;;;
2604012410010000000112;;;;;;
2604012410290000000078;;;;;;
260401241040-000002007;;;;;;
2604012410450000000119;;;;;;
2604012410490000002005;;;;;;
2604012410600000000022;;;;;;
260401241094-000000046;;;;;;
2604012420230000000527;;;;;;
260401242040-000000621;;;;;;
2604012420490000000124;;;;;;
260401381078-000000104;;;;;;
260401383077-000004052;;;;;;
2604014010400000000004;;;;;;
260501101040-000000062;;;;;;
2605011010490000000013;;;;;;
2605011010520000000089;;;;;;
260501103040-000007644;;;;;;
2605011030490000000574;;;;;;
2605011030520000007030;;;;;;
2605011320400000000021;;;;;;
2605011320490000000003;;;;;;
260501141040-000000029;;;;;;
2605011410490000000006;;;;;;
2605011790400000002751;;;;;;
260501183077-000016381;;;;;;
260501184076-000000115;;;;;;
2706010730910000015978;;;;;;
2706010730920000001043;;;;;;
2706010730940000027745;;;;;;
2706011730050000006390;;;;;;
2706011730940000055793;;;;;;
2706030999920000000075;;;;;;
2706030999940000001535;;;;;;
2807010730040000012336;;;;;;
2807010730940000000000;;;;;;
2807011730040000004044;;;;;;
2807011730940000012180;;;;;;
2807012730040000000167;;;;;;
290907083185-000315068;;;;;;
290907083285-000003029;;;;;;
290907183185-000040596;;;;;;
290907183285-000009535;;;;;;
290907383185-000018479;;;;;;
290917079086-000000822;;;;;;
290917184086-000001093;;;;;;
3100110001400000020318;;;;;;
3100110001490000000048;;;;;;
3100110001590000251285;;;;;;
310011000179-000027811;;;;;;
310011000189-000093326;;;;;;
3100110001940000003037;;;;;;
3100111001490000000405;;;;;;
3100111001590001154360;;;;;;
310011101003-000000028;;;;;;
3100111010510000008128;;;;;;
3100111110400000055014;;;;;;
3100111110490000004470;;;;;;
3100111710590000317549;;;;;;
310011179008-000006439;;;;;;
3100111790400000019020;;;;;;
3100111790510000023321;;;;;;
310011179076-000060900;;;;;;
310011179079-000002633;;;;;;
3100111810480000002633;;;;;;
310011184003-000022913;;;;;;
310011184076-000080364;;;;;;
3201010110400000000103;;;;;;
3201010110490000000120;;;;;;
3201010110590000005010;;;;;;
320101011079-000000220;;;;;;
3201011001590000031905;;;;;;
3201011110290000000011;;;;;;
3201011110400000000589;;;;;;
3201011110490000001065;;;;;;
3201011110940000000020;;;;;;
320101171059-000000025;;;;;;
320101171079-000000100;;;;;;
330201011040-000005026;;;;;;
330201111040-000004638;;;;;;
3302011110490000004638;;;;;;
3302210110400000015176;;;;;;
3302210110490000001460;;;;;;
330221011079-000001846;;;;;;
3302210110940000006000;;;;;;
3302310110400000004289;;;;;;
3302310110490000001562;;;;;;
330231011072-000000104;;;;;;
330231011079-000000019;;;;;;
330231011094-000000037;;;;;;
3302410110400000004935;;;;;;
3302410110490000000065;;;;;;
340301011040-000000273;;;;;;
3403010110490000002054;;;;;;
3403010110590000008198;;;;;;
3403011001590000054317;;;;;;
3403011110400000001257;;;;;;
3403011110490000000451;;;;;;
3403011110940000000005;;;;;;
3403011710590000000081;;;;;;
340301179078-000000220;;;;;;
3504010110290000001146;;;;;;
3504010110400000002619;;;;;;
3504010110450000001515;;;;;;
3504010110490000020057;;;;;;
3504010110940000000005;;;;;;
350401084076-000000106;;;;;;
3504011010100000022980;;;;;;
3504011010220000000002;;;;;;
3504011010290000000016;;;;;;
3504011010400000000369;;;;;;
3504011010490000000262;;;;;;
350401101079-000000074;;;;;;
3504011020290000000012;;;;;;
3504011020400000000088;;;;;;
3504011020490000000322;;;;;;
350401102072-000000033;;;;;;
3504011110220000000003;;;;;;
3504011110290000012338;;;;;;
3504011110400000009340;;;;;;
3504011110450000029361;;;;;;
3504011110480000000139;;;;;;
3504011110490000232266;;;;;;
3504011110520000000043;;;;;;
3504011110920000000001;;;;;;
3504011110940000000034;;;;;;
350401131000-000000265;;;;;;
3504011310010000000302;;;;;;
3504011310290000003723;;;;;;
3504011310400000000573;;;;;;
3504011310490000000069;;;;;;
350401131079-000000155;;;;;;
3504011310920000000176;;;;;;
3504011320010000000109;;;;;;
3504011320230000000225;;;;;;
3504011320290000000266;;;;;;
3504011320400000002398;;;;;;
3504011320450000000392;;;;;;
350401132048-000000155;;;;;;
3504011320490000003995;;;;;;
3504011320920000000006;;;;;;
3504011320940000000261;;;;;;
3504011410290000000047;;;;;;
3504011410400000000569;;;;;;
3504011410450000001663;;;;;;
3504011410470000000039;;;;;;
3504011410490000001447;;;;;;
3504011420230000003009;;;;;;
3504011420400000000286;;;;;;
3504011420490000001547;;;;;;
350401142079-000000118;;;;;;
3504011710400000005173;;;;;;
3504011710480000000150;;;;;;
3504011710490000000034;;;;;;
350401171076-000030000;;;;;;
350401172081-000000190;;;;;;
3504011790260000000286;;;;;;
3504011790290000000001;;;;;;
3504011790400000029884;;;;;;
3504011790480000002104;;;;;;
3504011790490000000060;;;;;;
350401179079-000011454;;;;;;
3504011790940000002010;;;;;;
350401179097-000002015;;;;;;
350401184076-000012689;;;;;;
350401381078-000000500;;;;;;
350401384076-000003165;;;;;;
350401384086-000021260;;;;;;
3504014010400000000001;;;;;;
3504031030260000001800;;;;;;
350411011040-000000350;;;;;;
3504110110490000003580;;;;;;
350411011079-000000002;;;;;;
3504111010400000000011;;;;;;
3504111010490000000001;;;;;;
3504111020490000000037;;;;;;
3504111110290000000465;;;;;;
3504111110400000000428;;;;;;
3504111110480000000020;;;;;;
3504111110490000009569;;;;;;
3504111110920000000001;;;;;;
3504111110940000000001;;;;;;
3504111320290000000067;;;;;;
3504111320480000000404;;;;;;
3504111320490000000083;;;;;;
3504111790400000000006;;;;;;
350411179079-000000045;;;;;;
3605010110290000000002;;;;;;
3605010110400000008505;;;;;;
3605010110490000008556;;;;;;
360501011079-000006760;;;;;;
360501011097-000002900;;;;;;
360501079079-000000286;;;;;;
3605011010070000000389;;;;;;
3605011010100000017036;;;;;;
3605011010220000000221;;;;;;
3605011010290000000010;;;;;;
3605011010400000001586;;;;;;
3605011010490000000126;;;;;;
3605011020290000000041;;;;;;
3605011020400000000111;;;;;;
3605011020490000000306;;;;;;
360501102079-000000198;;;;;;
3605011030400000001379;;;;;;
3605011110220000000173;;;;;;
3605011110290000000453;;;;;;
3605011110400000002860;;;;;;
3605011110490000040177;;;;;;
360501111072-000000029;;;;;;
360501111079-000002868;;;;;;
3605011110940000000243;;;;;;
3605011310290000000126;;;;;;
3605011310400000000111;;;;;;
3605011310490000000100;;;;;;
3605011320290000000072;;;;;;
3605011320400000000091;;;;;;
3605011320490000000177;;;;;;
3605011410010000000044;;;;;;
3605011410290000000010;;;;;;
3605011410400000000047;;;;;;
3605011410490000000793;;;;;;
3605011420230000000061;;;;;;
3605011420490000000053;;;;;;
3605011710400000000997;;;;;;
3605011710490000003614;;;;;;
3605011710590000017165;;;;;;
360501171078-000005890;;;;;;
3605011710790000007308;;;;;;
3605011720590000036970;;;;;;
360501172079-000056249;;;;;;
360501172081-000000518;;;;;;
3605011790060000000040;;;;;;
3605011790400000014690;;;;;;
3605011790490000000071;;;;;;
3605011790590000044804;;;;;;
360501179072-000006578;;;;;;
360501179076-000000300;;;;;;
360501179077-000000837;;;;;;
360501179079-000011879;;;;;;
360501381078-000005325;;;;;;
360501384086-000001285;;;;;;
3605014010400000000026;;;;;;
360511001007-000000247;;;;;;
3605110010100000032078;;;;;;
3605110010400000000440;;;;;;
360511001079-000001067;;;;;;
3605110010910000001356;;;;;;
360511001677-000000028;;;;;;
3605110020290000000013;;;;;;
3605110020400000000121;;;;;;
3605110020490000000103;;;;;;
3605110110220000000136;;;;;;
3605110110290000000252;;;;;;
3605110110400000000680;;;;;;
3605110110490000000460;;;;;;
360511011072-000000067;;;;;;
360511011079-000000049;;;;;;
3605110110920000000017;;;;;;
3605110110940000000079;;;;;;
3605110310290000000276;;;;;;
3605110320290000000035;;;;;;
3605110320400000000053;;;;;;
3605110320490000000151;;;;;;
3605111010030000000062;;;;;;
360511101005-000003725;;;;;;
360511101007-000000941;;;;;;
3605111010100000233306;;;;;;
3605111010220000000372;;;;;;
3605111010290000000107;;;;;;
3605111010400000004266;;;;;;
3605111010490000000652;;;;;;
3605111010520000000001;;;;;;
3605111010910000000657;;;;;;
3605111010940000000548;;;;;;
360511101097-000004928;;;;;;
3605111015100000008334;;;;;;
3605111015400000003541;;;;;;
3605111020220000000009;;;;;;
3605111020290000000017;;;;;;
3605111020400000000862;;;;;;
3605111020490000002768;;;;;;
3605111020940000000159;;;;;;
3605111030400000000055;;;;;;
3605111110220000000084;;;;;;
3605111110290000000687;;;;;;
3605111110400000001224;;;;;;
3605111110450000000002;;;;;;
3605111110490000009796;;;;;;
360511111072-000000497;;;;;;
360511111079-000000002;;;;;;
3605111110920000000004;;;;;;
3605111110940000000643;;;;;;
3605111310010000000136;;;;;;
3605111310290000001677;;;;;;
3605111310400000000061;;;;;;
3605111310490000000017;;;;;;
3605111310920000000001;;;;;;
3605111320230000000054;;;;;;
3605111320290000000437;;;;;;
3605111320400000002269;;;;;;
3605111320450000000119;;;;;;
3605111320490000000249;;;;;;
360511132079-000000005;;;;;;
3605111320940000000045;;;;;;
3605111410290000000002;;;;;;
3605111410400000000053;;;;;;
3605111410450000000071;;;;;;
3605111410490000000067;;;;;;
3605111420230000000022;;;;;;
3605111710400000002096;;;;;;
3605111710490000000191;;;;;;
3605111790290000000002;;;;;;
3605111790400000000132;;;;;;
3605111790490000000010;;;;;;
360511179078-000000003;;;;;;
360511179079-000000183;;;;;;
360511184076-000001184;;;;;;
360511401040-000000002;;;;;;
3605114020400000000005;;;;;;
370631073005-000002381;;;;;;
3706310730910000010855;;;;;;
3706310730920000000709;;;;;;
3706310730940000037873;;;;;;
370631073097-000023457;;;;;;
3706311730050000003833;;;;;;
3706311730910000001663;;;;;;
3706311730940000061935;;;;;;
370633099900-000001137;;;;;;
3706330999920000000051;;;;;;
3706330999940000001043;;;;;;
3706331999050000003733;;;;;;
370633199997-000003733;;;;;;
3807011730940000003121;;;;;;
380701173097-000000151;;;;;;
390907079086-000385032;;;;;;
390907084086-000190524;;;;;;
390907184086-000994476;;;;;;
390907384086-000318492;;;;;;
390917083085-000079704;;;;;;
390917179085-000091200;;;;;;
390917183085-000340884;;;;;;
390917383085-000133404;;;;;;
4100110110590000001342;;;;;;
4100111010220000000002;;;;;;
4100111010290000000001;;;;;;
4100111010400000000040;;;;;;
4100111010490000000002;;;;;;
4100111020400000000001;;;;;;
4100111110400000000085;;;;;;
4100111110490000000012;;;;;;
4100111310010000000075;;;;;;
4100111320290000000003;;;;;;
4100111320400000000007;;;;;;
4100111320450000000020;;;;;;
4100111320490000000002;;;;;;
4100111710400000004257;;;;;;
4100111710590000004955;;;;;;
4100111790400000000003;;;;;;
410011179059-000000016;;;;;;
4100210010400000000026;;;;;;
4100210010490000000278;;;;;;
4100210040100000009410;;;;;;
4100210040220000000305;;;;;;
4100210040290000000001;;;;;;
4100210040400000002136;;;;;;
4100210040490000000509;;;;;;
410021004079-000000028;;;;;;
4100210040940000000004;;;;;;
4100210110290000000018;;;;;;
4100210110400000000171;;;;;;
4100210110490000000034;;;;;;
4100210310290000000197;;;;;;
4100210320490000000066;;;;;;
410021101007-000000018;;;;;;
4100211010100000008298;;;;;;
4100211010220000000028;;;;;;
4100211010290000000006;;;;;;
4100211010400000003695;;;;;;
4100211010480000000035;;;;;;
4100211010490000000305;;;;;;
4100211010940000000064;;;;;;
410021101097-000000031;;;;;;
4100211020290000000001;;;;;;
4100211020400000000667;;;;;;
4100211020490000000585;;;;;;
4100211020940000000019;;;;;;
4100211040100000027540;;;;;;
4100211040290000000037;;;;;;
4100211040400000002064;;;;;;
4100211040490000000244;;;;;;
4100211040590000000293;;;;;;
4100211110220000000020;;;;;;
4100211110290000000557;;;;;;
4100211110400000001635;;;;;;
4100211110490000001754;;;;;;
410021111079-000000012;;;;;;
4100211110920000000001;;;;;;
4100211110940000000884;;;;;;
410021111097-000000001;;;;;;
4100211310290000000510;;;;;;
4100211310400000000002;;;;;;
4100211310490000000123;;;;;;
4100211320290000000005;;;;;;
4100211320400000000005;;;;;;
4100211320450000000008;;;;;;
4100211320490000000657;;;;;;
4100211320940000000008;;;;;;
4100211710400000002935;;;;;;
4100211790400000000000;;;;;;
410021179072-000000005;;;;;;
410021179079-000000052;;;;;;
420121001006-000000011;;;;;;
4201210010070000000888;;;;;;
4201210010100000099608;;;;;;
4201210010290000000005;;;;;;
4201210010400000000038;;;;;;
4201210010490000000264;;;;;;
420121001072-000000003;;;;;;
420121001091-000000608;;;;;;
4201210010940000000079;;;;;;
420121001097-000000045;;;;;;
4201210020220000000010;;;;;;
4201210020290000000131;;;;;;
4201210020400000001303;;;;;;
4201210020490000004372;;;;;;
420121002072-000000030;;;;;;
420121002079-000000174;;;;;;
4201210020920000000008;;;;;;
4201210020940000000156;;;;;;
420121002097-000002629;;;;;;
4201210110100000002960;;;;;;
4201210110220000000377;;;;;;
4201210110290000000360;;;;;;
4201210110400000014382;;;;;;
4201210110490000008467;;;;;;
420121011079-000009372;;;;;;
420121011092-000000072;;;;;;
4201210110940000000213;;;;;;
420121011097-000000415;;;;;;
4201210310290000000711;;;;;;
4201210310490000000043;;;;;;
4201210320010000004253;;;;;;
4201210320290000000013;;;;;;
4201210320400000000071;;;;;;
4201210320450000000145;;;;;;
4201210320490000001386;;;;;;
4201210320920000000002;;;;;;
420121032097-000000060;;;;;;
4201210410010000000031;;;;;;
420121041006-000000026;;;;;;
4201210410290000000270;;;;;;
4201210410400000008731;;;;;;
4201210410490000000259;;;;;;
420121041079-000010173;;;;;;
4201210790400000000010;;;;;;
4201211010030000004056;;;;;;
420121101005-000001819;;;;;;
420121101006-000000020;;;;;;
4201211010070000007905;;;;;;
4201211010100001200331;;;;;;
4201211010220000002758;;;;;;
4201211010290000006112;;;;;;
420121101040-000009485;;;;;;
4201211010450000000048;;;;;;
4201211010470000000004;;;;;;
4201211010490000023409;;;;;;
4201211010600000011074;;;;;;
420121101072-000002559;;;;;;
420121101078-000000013;;;;;;
420121101079-000000811;;;;;;
4201211010910000002359;;;;;;
4201211010920000001178;;;;;;
4201211010940000010164;;;;;;
420121101097-000024571;;;;;;
4201211016070000000002;;;;;;
4201211016100000000047;;;;;;
420121101677-000000292;;;;;;
4201211020220000000019;;;;;;
4201211020290000001185;;;;;;
4201211020400000009350;;;;;;
4201211020480000000004;;;;;;
4201211020490000019812;;;;;;
420121102072-000000662;;;;;;
420121102079-000005990;;;;;;
4201211020920000000176;;;;;;
4201211020940000003482;;;;;;
4201211020970000000064;;;;;;
4201211030060000016017;;;;;;
420121103040-000038557;;;;;;
4201211030490000002251;;;;;;
4201211030520000042531;;;;;;
4201211030940000000086;;;;;;
4201211110020000000063;;;;;;
4201211110220000007963;;;;;;
4201211110290000012945;;;;;;
420121111040-000008189;;;;;;
4201211110450000000009;;;;;;
4201211110480000000042;;;;;;
420121111049-000011061;;;;;;
420121111072-000019470;;;;;;
4201211110780000000013;;;;;;
420121111079-000007463;;;;;;
4201211110920000000825;;;;;;
420121111094-000001705;;;;;;
420121111097-000014055;;;;;;
420121131000-000003162;;;;;;
4201211310010000028497;;;;;;
4201211310020000000343;;;;;;
4201211310270000001214;;;;;;
4201211310290000007551;;;;;;
4201211310400000001113;;;;;;
4201211310450000000063;;;;;;
4201211310490000002040;;;;;;
420121131072-000001625;;;;;;
420121131079-000000912;;;;;;
4201211310920000000947;;;;;;
4201211310940000000061;;;;;;
420121131097-000000010;;;;;;
4201211320010000055539;;;;;;
420121132006-000020418;;;;;;
4201211320230000000234;;;;;;
4201211320290000012550;;;;;;
420121132040-000020667;;;;;;
4201211320450000015265;;;;;;
4201211320490000226913;;;;;;
420121132072-000006682;;;;;;
420121132079-000022397;;;;;;
420121132092-000001652;;;;;;
4201211320940000006363;;;;;;
420121132097-000008870;;;;;;
420121141000-000000851;;;;;;
4201211410010000031603;;;;;;
420121141005-000006408;;;;;;
4201211410290000000811;;;;;;
4201211410400000019900;;;;;;
4201211410450000009116;;;;;;
4201211410490000030792;;;;;;
420121141071-000000465;;;;;;
420121141072-000000231;;;;;;
420121141079-000003847;;;;;;
4201211410940000004713;;;;;;
420121141097-000007696;;;;;;
4201211420230000009832;;;;;;
4201211420400000000005;;;;;;
4201211420450000000014;;;;;;
4201211420490000001098;;;;;;
420121142060-000000001;;;;;;
420121142072-000000055;;;;;;
420121142079-000000284;;;;;;
420121142094-000000018;;;;;;
4201211710400000077381;;;;;;
4201211710490000000505;;;;;;
420121171079-000000957;;;;;;
420121172081-000001414;;;;;;
4201211790010000000035;;;;;;
4201211790020000000023;;;;;;
4201211790290000000147;;;;;;
4201211790400000002674;;;;;;
4201211790490000000992;;;;;;
4201211790520000000001;;;;;;
420121179072-000019556;;;;;;
420121179076-000001392;;;;;;
420121179077-000001235;;;;;;
420121179078-000003159;;;;;;
420121179079-000016273;;;;;;
4201211790910000000018;;;;;;
4201211790940000000997;;;;;;
420121179097-000045964;;;;;;
4201211830470000001267;;;;;;
4201211840460000000015;;;;;;
420121184076-000002261;;;;;;
4201214010400000001052;;;;;;
4201214020400000000001;;;;;;
4201214110400000000009;;;;;;
4201214820400000000002;;;;;;
420123102079-000000020;;;;;;
4201231030230000000063;;;;;;
4201231030400000000178;;;;;;
4201231030490000000190;;;;;;
420123103079-000017588;;;;;;
420123104000-000002476;;;;;;
4201231040230000000229;;;;;;
4201231040290000000114;;;;;;
4201231040400000000588;;;;;;
4201231040450000007291;;;;;;
4201231040490000001442;;;;;;
420123104071-000000014;;;;;;
420123104079-000000080;;;;;;
420123105000-000033092;;;;;;
4201231050220000000002;;;;;;
4201231050270000000172;;;;;;
4201231050290000002889;;;;;;
4201231050400000000307;;;;;;
4201231050490000034295;;;;;;
4201231050940000002069;;;;;;
4201231999000000007383;;;;;;
4201231999270000000413;;;;;;
4201231999290000000023;;;;;;
4201231999400000000533;;;;;;
4201231999490000000052;;;;;;
4201310010910000000406;;;;;;
4201310110220000000002;;;;;;
4201310110400000001846;;;;;;
4201310110490000021329;;;;;;
4201310110940000000111;;;;;;
4201311010030000000069;;;;;;
4201311010070000002637;;;;;;
4201311010100000342676;;;;;;
4201311010220000000608;;;;;;
4201311010290000000045;;;;;;
420131101040-000024530;;;;;;
4201311010490000028303;;;;;;
420131101072-000018876;;;;;;
420131101079-000001869;;;;;;
4201311010910000002949;;;;;;
4201311010940000001844;;;;;;
420131101097-000021177;;;;;;
4201311016100000000124;;;;;;
4201311016400000000006;;;;;;
4201311016490000000002;;;;;;
4201311020290000000494;;;;;;
4201311020400000001129;;;;;;
4201311020490000002849;;;;;;
420131102072-000000023;;;;;;
420131102079-000000422;;;;;;
4201311020940000000102;;;;;;
4201311030400000000263;;;;;;
4201311110220000000293;;;;;;
4201311110290000001354;;;;;;
420131111040-000009897;;;;;;
4201311110490000187946;;;;;;
4201311110520000000014;;;;;;
420131111072-000000136;;;;;;
420131111078-000000013;;;;;;
4201311110920000000034;;;;;;
4201311110940000006054;;;;;;
420131111097-000000002;;;;;;
4201311310010000017603;;;;;;
4201311310290000024861;;;;;;
4201311310400000000287;;;;;;
4201311310490000003209;;;;;;
420131131072-000000084;;;;;;
420131131079-000000006;;;;;;
420131131092-000005234;;;;;;
4201311310940000000001;;;;;;
420131131097-000009328;;;;;;
4201311320010000007241;;;;;;
4201311320290000044843;;;;;;
420131132040-000017617;;;;;;
4201311320450000000534;;;;;;
4201311320490000108301;;;;;;
420131132079-000040387;;;;;;
4201311320920000000025;;;;;;
420131132094-000023137;;;;;;
420131132097-000000284;;;;;;
4201311410010000000201;;;;;;
4201311410290000000002;;;;;;
4201311410400000000047;;;;;;
4201311410450000000050;;;;;;
4201311410490000000074;;;;;;
4201311410940000000052;;;;;;
4201311420230000007573;;;;;;
4201311420400000001878;;;;;;
4201311420490000000511;;;;;;
4201311420600000000001;;;;;;
420131179077-000002381;;;;;;
420131179078-000003474;;;;;;
420131179097-000000969;;;;;;
4201314010400000000005;;;;;;
4201314020400000000006;;;;;;
4201314110400000000002;;;;;;
420133105000-000007946;;;;;;
4201331050290000002747;;;;;;
4201331050400000000240;;;;;;
4201331050490000005428;;;;;;
4201331050940000002279;;;;;;
4201331999000000000048;;;;;;
4302110110400000000176;;;;;;
430211011079-000007406;;;;;;
4302110110940000078608;;;;;;
4302111010100000519063;;;;;;
430211101040-000192581;;;;;;
4302111010910000117765;;;;;;
4302111110400000013777;;;;;;
440311001003-000021901;;;;;;
4403110010510000018025;;;;;;
440311005040-000007116;;;;;;
4403110050510000147015;;;;;;
440311101003-000000459;;;;;;
4403111010100000274937;;;;;;
440311101040-000275000;;;;;;
4403111010510000772155;;;;;;
440311101079-000000669;;;;;;
4403111050510001475305;;;;;;
4403111110400000000001;;;;;;
4403111110490000000001;;;;;;
440311179003-000152126;;;;;;
440311179040-000004583;;;;;;
440312005076-000138365;;;;;;
440312105076-000764778;;;;;;
440312105086-000708016;;;;;;
4605111110400000000051;;;;;;
4605111110490000000100;;;;;;
4605111710400000050138;;;;;;
460511179002-000000049;;;;;;
4605111790070000000084;;;;;;
460511179040-000000034;;;;;;
460511179079-000000151;;;;;;
4605131030000000003222;;;;;;
460513103040-000003322;;;;;;
4605131030490000000101;;;;;;
460521003006-000025125;;;;;;
4605210030290000000047;;;;;;
4605210030400000016288;;;;;;
4605210030490000000687;;;;;;
4605210030940000000007;;;;;;
460521003097-000002175;;;;;;
4605210110290000000264;;;;;;
4605210110400000005296;;;;;;
460521011097-000001397;;;;;;
4605210320010000000030;;;;;;
4605211030060000013727;;;;;;
4605211030290000000005;;;;;;
4605211030400000010348;;;;;;
4605211030490000000020;;;;;;
4605211030520000020778;;;;;;
460521103097-000044577;;;;;;
4709910730080000088581;;;;;;
470991073097-001248874;;;;;;
4709911730090000230743;;;;;;
470991173094-000707787;;;;;;
470991173097-001103044;;;;;;
4709930999000000042288;;;;;;
470993099992-000001969;;;;;;
470993099994-000040318;;;;;;
470993199909-000009007;;;;;;
4709931999970000006521;;;;;;
5100540790600000001153;;;;;;
5100540790810000000019;;;;;;
5100540790890000000495;;;;;;
5100541790600000001886;;;;;;
5100541790810000000588;;;;;;
510074079089-000011914;;;;;;
5100741790600000010222;;;;;;
510074179081-000009933;;;;;;
5100840790600000000099;;;;;;
510084079081-000035596;;;;;;
510084079089-000009518;;;;;;
5100841790600000066784;;;;;;
510084179081-000075952;;;;;;
510104179081-000016212;;;;;;
528154179081-000005971;;;;;;
532214179081-000000382;;;;;;
532254179081-000010209;;;;;;
5322740790810000000194;;;;;;
5322741790600000003226;;;;;;
532274179081-000000808;;;;;;
5322741930810000002737;;;;;;
535314079004-000000095;;;;;;
535314079009-000012911;;;;;;
535314079097-000004949;;;;;;
535314179060-000007572;;;;;;
535314179081-000005345;;;;;;
5515241790600000000006;;;;;;
5525640790600000000358;;;;;;
5525641790600000010981;;;;;;
552594079060-000000016;;;;;;
5526142790600000000677;;;;;;
555634079060-000000134;;;;;;
5556342790600000000656;;;;;;
5556840790600000000030;;;;;;
5557040001600000000092;;;;;;
5557040790600000079554;;;;;;
5557040790810000008707;;;;;;
5557041001600000019200;;;;;;
5557041790600000099602;;;;;;
5557840929600000000428;;;;;;
